id,start_date,start_time,end_date,end_time,Progress,duration,UserLanguage,Attitude_OG_M_1,Attitude_OG_M_2,Attitude_OG_M_3,Attitude_OG_M_4,Attitude_IG_M_1,Attitude_IG_M_2,Attitude_IG_M_3,Attitude_IG_M_4,Allocate_IG_M_1,Allocate_IG_M_2,Allocate_OG_M_1,Allocate_OG_M_2,Allocate_TG_M_1,Allocate_TG_M_2,Attitude_IG_P_1,Attitude_IG_P_2,Attitude_IG_P_3,Attitude_IG_P_4,Attitude_OG_P_1,Attitude_OG_P_2,Attitude_OG_P_3,Attitude_OG_P_4,Allocate_IG_P_1,Allocate_IG_P_2,Allocate_OG_P_1,Allocate_OG_P_2,Allocate_TG_P_1,Allocate_TG_P_2,Attention1_1,MinimalGroupCheck,Attitude_IG_Fam_1,Attitude_IG_Fam_2,Attitude_IG_Fam_3,Attitude_IG_Fam_4,Attitude_OG_Fam_1,Attitude_OG_Fam_2,Attitude_OG_Fam_3,Attitude_OG_Fam_4,Allocate_IG_Fam_1,Allocate_IG_Fam_2,Allocate_OG_Fam_1,Allocate_OG_Fam_2,Allocate_TG_Fam_1,Allocate_TG_Fam_2,Attitude_IG_Nat_1,Attitude_IG_Nat_2,Attitude_IG_Nat_3,Attitude_IG_Nat_4,Attitude_OG_Nat_1,Attitude_OG_Nat_2,Attitude_OG_Nat_3,Attitude_OG_Nat_4,Allocate_IG_Nat_1,Allocate_IG_Nat_2,Allocate_OG_Nat_1,Allocate_OG_Nat_2,Allocate_TG_Nat_1,Allocate_TG_Nat_2,InterpersonalTrust_1,InterpersonalTrust_2,InterpersonalTrust_3,InterpersonalTrust_4,InterpersonalTrust_5,InterpersonalTrust_6,InstitutionTrust_1,InstitutionTrust_2,InstitutionTrust_3,FamilyTie1,FamilyTie2,FamilyTie3_1,FamilyTie3_2,FamilyTie3_3,FamilyTie3_4,Col_Ind_1,Col_Ind_2,Col_Ind_3,Col_Ind_4,Col_Ind_5,Col_Ind_6,Col_Ind_7,Col_Ind_8,Col_Ind_9,Col_Ind_10,Col_Ind_11,Col_Ind_12,Col_Ind_13,Col_Ind_14,SelfEsteem_1,Attention2,Gender,Age,PoliticalAffi_US,PoliticalAffi_UK,PoliticalOrie,Income_when16,Work_situation,Edu,Marital_status,NumChildren,NumSibling,NumCousins,Residence_wParents,Size_of_town,Freq_moving,State_current,State_childhood,Region_current,Region_childhood,Comment,Familiarity_wMGP,MGP_followup,Trade_off_1,Trade_off_2,Trade_off_3,Trade_off_4,Trade_off_5,Trade_off_6,Trade_off_7,Trade_off_8,Trade_off_9,Q_Language,nationality,currency,conversionrate,dvorder,mingroup,ingroupletter,outgroupletter,role,type_group,playedwith,gamepayoff,totalpayoff,totalmoney
p044,2022-04-04,03:22:16,2022-04-04,03:33:03,100,646,EN-GB,Neither Agree nor Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,15,5,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,K,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Agree,20,0,10,10,5,15,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,10,10,10,10,10,10,Somewhat,Not at all,Somewhat,Not very much,Not at all,Not very much,Not very much,Not very much,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Not very important,Rather important,Not at all important,Rather important,3,2,6,2,7,6,5 - Neither Agree nor Disagree,4,3,6,7,5 - Neither Agree nor Disagree,3,6,4,18,Female,25-34,NA,Labour,Very liberal,Average,Other,Some college / university,In a relationship (but currently unmarried),3,2,2,No,"More than 500,000 inhabitants",I moved once or twice,NA,NA,South Yorkshire,South Yorkshire,Attitudes toward foreign welfare,No,NA,1,2,3,3,1,2,4,1,5,EN-GB,British,£,0.067,allofirst,firstletter,K,M,allocator,min_out,Group M,10,10,0.67
p045,2022-04-04,03:26:50,2022-04-04,03:33:29,100,399,EN-GB,Neither Agree nor Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,12,8,6,14,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,L,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,15,5,12,8,16,4,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,17,3,5,15,10,10,Somewhat,Somewhat,Somewhat,Not very much,Completely,Somewhat,Not very much,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Very important,Not very important,Very important,8,4,6,4,7,7,5 - Neither Agree nor Disagree,8,5 - Neither Agree nor Disagree,9 - Strongly Agree,6,3,6,9 - Strongly Agree,3,18,Female,18-24,NA,Labour,Somewhat liberal,Above average,Employed (part-time),Some college / university,In a relationship (but currently unmarried),0,2,4,No,"2,000 to 10,000 inhabitants",I moved once or twice,NA,NA,West Midlands,West Midlands,NA,No,NA,2,3,4,3,2,5,2,2,4,EN-GB,British,£,0.067,attfirst,firstletter,L,N,allocator,nat_in,your national group,17,17,1.139
p046,2022-04-04,03:25:02,2022-04-04,03:33:29,100,507,EN-GB,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,H,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,10,10,10,10,10,10,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,10,10,10,10,10,10,Completely,Not very much,Completely,Not very much,Not very much,Somewhat,None at all,Quite a lot,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,8,5 - Neither Agree nor Disagree,7,3,7,5 - Neither Agree nor Disagree,6,5 - Neither Agree nor Disagree,2,7,6,5 - Neither Agree nor Disagree,2,8,4,18,Female,35-44,NA,Labour,Very liberal,Below average,Employed (full-time),Post-graduate degree,In a relationship (but currently unmarried),1,1,13,No,"More than 100,000 inhabitants",I moved 6-10 times,NA,NA,Hampshire and Isle of Wight,Hampshire and Isle of Wight,NA,No,NA,1,3,3,3,1,3,3,2,5,EN-GB,British,£,0.067,attfirst,firstletter,H,J,allocator,nat_out,another national group,10,10,0.67
p047,2022-04-04,03:25:08,2022-04-04,03:33:30,100,501,EN-GB,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,P,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,20,0,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,10,10,Somewhat,Somewhat,Somewhat,Not very much,Somewhat,Somewhat,Quite a lot,Not very much,None at all,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not at all important,Rather important,5 - Neither Agree nor Disagree,6,5 - Neither Agree nor Disagree,6,6,6,5 - Neither Agree nor Disagree,6,6,6,6,3,5 - Neither Agree nor Disagree,7,4,18,Male,25-34,NA,Labour,Somewhat liberal,Below average,Employed (part-time),Some college / university,In a relationship (but currently unmarried),0,0,3,No,"More than 100,000 inhabitants",I moved once or twice,NA,NA,West Yorkshire,West Yorkshire,Attitudes to other groups,No,NA,3,4,4,3,3,4,3,2,4,EN-GB,British,£,0.067,attfirst,firstletter,P,S,recipient,nat_out_self,another national group,10,10,0.67
p048,2022-04-04,03:23:43,2022-04-04,03:33:45,100,602,EN-GB,Neither Agree nor Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,20,0,20,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,K,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,10,10,20,0,20,0,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,20,0,20,0,10,10,Completely,Somewhat,Completely,Not very much,Somewhat,Somewhat,Quite a lot,Quite a lot,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,7,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,7,7,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,7,7,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,9 - Strongly Agree,4,18,Female,25-34,NA,Conservative,A little conservative,Above average,Employed (part-time),Completed college / university,Married,1,9,5,No,"2,000 to 10,000 inhabitants",I moved once or twice,NA,NA,"Surrey, East and West Sussex","Surrey, East and West Sussex",NA,No,NA,1,3,3,3,1,4,1,1,5,EN-GB,British,£,0.067,allofirst,firstletter,K,M,recipient,nat_in_out,another national group,10,10,0.67
p049,2022-04-04,03:14:07,2022-04-04,03:33:52,100,1184,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,10,10,10,10,10,10,Somewhat Disagree,M,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,20,0,10,10,0,20,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,20,0,10,10,10,10,Somewhat,Not very much,Completely,Not very much,Not very much,Not very much,Not very much,Not very much,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,7,3,6,6,6,7,5 - Neither Agree nor Disagree,3,5 - Neither Agree nor Disagree,7,9 - Strongly Agree,4,5 - Neither Agree nor Disagree,7,1 - Not very true of me,18,Female,25-34,NA,No affiliation,Moderate,Below average,Other,Completed college / university,Married,2,3,33,No,"2,000 to 10,000 inhabitants",I moved 3-5 times,NA,NA,Northern Ireland,Northern Ireland,NA,No,NA,3,3,3,3,3,3,3,3,3,EN-GB,British,£,0.067,allofirst,secondletter,M,K,recipient,nat_in_out,another national group,10,10,0.67
p050,2022-04-04,03:12:59,2022-04-04,03:33:56,100,1256,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Agree,10,10,10,10,10,10,Somewhat Disagree,S,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,10,10,10,10,14,6,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Agree,10,10,10,10,10,10,Completely,Somewhat,Somewhat,Not at all,Not very much,Not very much,Not very much,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Rather important,9 - Strongly Agree,6,8,2,7,8,7,5 - Neither Agree nor Disagree,3,5 - Neither Agree nor Disagree,8,4,1 - Strongly Disagree,7,5,18,Female,25-34,NA,No affiliation,A little liberal,Average,Other,Completed college / university,Married,1,1,5,No,"2,000 to 10,000 inhabitants",I moved 3-5 times,NA,NA,Hampshire and Isle of Wight,Hampshire and Isle of Wight,How people’s feelings towards those “in” their group vs those “outside” their group contribute to their willingness to share resources with different types of people.,No,NA,1,4,2,4,2,3,2,1,5,EN-GB,British,£,0.067,attfirst,secondletter,S,P,allocator,min_out,Group P,10,10,0.67
p051,2022-04-04,03:22:38,2022-04-04,03:34:08,100,690,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Somewhat Disagree,10,10,15,5,15,5,Somewhat Disagree,N,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,15,5,15,5,15,5,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,18,2,15,5,8,12,Somewhat,Not very much,Somewhat,Not very much,Somewhat,Somewhat,Not very much,Quite a lot,Not very much,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Very important,Not very important,Rather important,4,2,4,7,8,3,3,7,7,6,6,2,7,7,5,18,Female,25-34,NA,Labour,Moderate,Average,Employed (full-time),Some college / university,Single (never married),1,1,2,No,"More than 500,000 inhabitants",I moved once or twice,NA,NA,West Midlands,West Midlands,"How people treat other from different groups, and families",No,NA,3,2,2,3,1,2,5,4,2,EN-GB,British,£,0.067,attfirst,secondletter,N,L,recipient,nat_out_self,another national group,10,10,0.67
p052,2022-04-04,03:23:41,2022-04-04,03:34:20,100,638,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,10,10,10,10,10,10,Somewhat Disagree,J,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,12,8,15,5,12,8,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,18,2,15,5,8,12,Completely,Somewhat,Completely,Somewhat,Somewhat,Somewhat,None at all,None at all,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Very important,Not at all important,Not very important,6,6,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,7,5 - Neither Agree nor Disagree,6,5 - Neither Agree nor Disagree,1 - Strongly Disagree,5 - Neither Agree nor Disagree,3,4,1 - Strongly Disagree,7,6,18,Male,65-74,NA,Other party,A little liberal,Average,Employed (full-time),Completed college / university,Married,3,1,7,No,"More than 500,000 inhabitants",I moved once or twice,NA,NA,West Midlands,Greater Manchester,No idea - trust and community?,No,NA,1,5,1,5,2,3,2,2,4,EN-GB,British,£,0.067,attfirst,secondletter,J,H,allocator,nat_in,your national group,018,18,1.206
p053,2022-04-04,03:26:46,2022-04-04,03:34:26,100,460,EN-GB,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,L,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,10,10,10,10,12,8,Agree,Somewhat Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,10,10,10,10,10,10,Somewhat,Somewhat,Somewhat,Not very much,Somewhat,Somewhat,Quite a lot,Quite a lot,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not very important,Rather important,6,4,4,6,6,6,5 - Neither Agree nor Disagree,6,6,6,6,4,4,6,5,18,Female,35-44,NA,No affiliation,Moderate,Average,Employed (part-time),Completed college / university,Single (never married),2,1,6,No,"10,000 to 100,000 inhabitants",I didn't move,NA,NA,West Midlands,West Midlands,Attitudes to others,No,NA,2,3,4,3,3,3,2,2,4,EN-GB,British,£,0.067,allofirst,firstletter,L,N,allocator,min_out,Group N,10,10,0.67
p054,2022-04-04,03:25:07,2022-04-04,03:34:29,100,562,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,15,5,15,5,10,10,Somewhat Disagree,S,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Neither Agree nor Disagree,Somewhat Agree,15,5,15,5,15,5,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Agree,15,5,15,5,10,10,Somewhat,Not very much,Somewhat,Not very much,Not very much,Not very much,Quite a lot,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not at all important,Not very important,3,2,3,1 - Strongly Disagree,3,5 - Neither Agree nor Disagree,1 - Strongly Disagree,6,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,9 - Strongly Agree,1 - Strongly Disagree,1 - Strongly Disagree,5 - Neither Agree nor Disagree,5,18,Female,25-34,NA,Conservative,Moderate,Average,Employed (full-time),Completed high school,Married,2,7,30,No,"10,000 to 100,000 inhabitants",I didn't move,NA,NA,West Midlands,West Midlands,NA,No,NA,2,3,3,3,1,2,3,1,4,EN-GB,British,£,0.067,allofirst,secondletter,S,P,recipient,nat_in_out,another national group,10,10,0.67
p055,2022-04-04,03:24:25,2022-04-04,03:34:36,100,611,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,10,10,10,10,10,10,Somewhat Disagree,M,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,10,10,10,10,10,10,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,10,10,10,10,10,10,Completely,Somewhat,Completely,Not very much,Completely,Completely,Quite a lot,Quite a lot,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Rather important,Very important,7,7,8,4,9 - Strongly Agree,6,7,5 - Neither Agree nor Disagree,4,9 - Strongly Agree,7,2,4,9 - Strongly Agree,4,18,Female,35-44,NA,Conservative,Moderate,Above average,Employed (part-time),Post-graduate degree,Married,1,4,1,No,"2,000 to 10,000 inhabitants",I moved once or twice,NA,NA,Bedfordshire and Hertfordshire,Bedfordshire and Hertfordshire,How trusting/giving we are to others,No,NA,2,2,5,4,3,3,4,3,3,EN-GB,British,£,0.067,attfirst,secondletter,M,K,recipient,nat_out_self,another national group,10,10,0.67
p056,2022-04-04,03:25:50,2022-04-04,03:34:56,100,546,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Disagree,Somewhat Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,12,8,12,8,10,10,Somewhat Disagree,J,Agree,Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,20,0,12,8,10,10,Agree,Somewhat Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,15,5,12,8,10,10,Somewhat,Somewhat,Completely,Somewhat,Not very much,Somewhat,Quite a lot,Quite a lot,Not very much,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Not very important,Not at all important,Not very important,5 - Neither Agree nor Disagree,3,6,1 - Strongly Disagree,7,7,5 - Neither Agree nor Disagree,8,1 - Strongly Disagree,5 - Neither Agree nor Disagree,9 - Strongly Agree,9 - Strongly Agree,2,5 - Neither Agree nor Disagree,3,18,Female,35-44,NA,Labour,Very liberal,Below average,Unemployed,Post-graduate degree,In a relationship (but currently unmarried),3,2,23,No,"10,000 to 100,000 inhabitants",I didn't move,NA,NA,Cheshire,Cheshire,NA,No,NA,1,2,2,1,1,2,5,1,5,EN-GB,British,£,0.067,allofirst,secondletter,J,H,allocator,min_in,Group J,12,12,0.804
p057,2022-04-04,03:07:49,2022-04-04,03:34:59,100,1630,EN-GB,Agree,Somewhat Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,15,5,13,7,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,L,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,14,6,15,5,12,8,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,15,5,15,5,10,10,Completely,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Quite a lot,Quite a lot,Not very much,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Very important,Rather important,4,3,2,5 - Neither Agree nor Disagree,4,4,4,3,5 - Neither Agree nor Disagree,4,4,3,3,4,7 - Very true of me,18,Female,45-54,NA,Other party,Moderate,Average,Employed (full-time),Post-graduate degree,Single (never married),0,2,19,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,NA,NA,Inner London — East,Prefer not to say,N/a,No,NA,4,2,4,1,3,2,1,3,3,EN-GB,British,£,0.067,allofirst,firstletter,L,N,allocator,nat_out,another national group,15,15,1.005
p058,2022-04-04,03:21:24,2022-04-04,03:35:04,100,820,EN-GB,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,P,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,10,10,10,10,10,10,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,10,10,10,10,10,10,Somewhat,Somewhat,Somewhat,Not very much,Somewhat,Somewhat,Not very much,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Not very important,Not at all important,Not very important,6,4,5 - Neither Agree nor Disagree,3,5 - Neither Agree nor Disagree,3,5 - Neither Agree nor Disagree,6,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,4,6,5 - Neither Agree nor Disagree,6,2,18,Female,35-44,NA,Labour,Moderate,Above average,Other,Completed high school,Married,2,2,0,No,"10,000 to 100,000 inhabitants",I didn't move,NA,NA,"Northumberland, and Tyne and Wear",Tees Valley and Durham,Not sure,No,NA,3,3,3,3,3,2,3,2,3,EN-GB,British,£,0.067,allofirst,firstletter,P,S,allocator,min_in,Group P,10,10,0.67
p059,2022-04-04,03:24:10,2022-04-04,03:35:06,100,656,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,10,10,10,10,10,10,Somewhat Disagree,N,Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,10,10,10,10,20,0,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Agree,10,10,10,10,10,10,Completely,Somewhat,Completely,Somewhat,Somewhat,Somewhat,Quite a lot,Quite a lot,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Not very important,Rather important,Very important,6,9 - Strongly Agree,9 - Strongly Agree,1 - Strongly Disagree,9 - Strongly Agree,3,7,3,1 - Strongly Disagree,9 - Strongly Agree,5 - Neither Agree nor Disagree,9 - Strongly Agree,1 - Strongly Disagree,9 - Strongly Agree,1 - Not very true of me,18,Female,35-44,NA,No affiliation,Very liberal,Average,Other,Completed college / university,Married,0,0,4,No,"More than 100,000 inhabitants",I moved once or twice,NA,NA,West Yorkshire,West Yorkshire,Willingness to help those outside one's own social or familial circle.,No,NA,2,1,3,3,1,1,4,3,3,EN-GB,British,£,0.067,allofirst,secondletter,N,L,recipient,nat_out_self,another national group,10,10,0.67
p060,2022-04-04,03:25:43,2022-04-04,03:35:11,100,567,EN-GB,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,H,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,10,10,10,10,10,10,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,10,10,10,10,10,10,Somewhat,Somewhat,Somewhat,Not very much,Somewhat,Somewhat,Not very much,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not at all important,Rather important,9 - Strongly Agree,6,6,4,5 - Neither Agree nor Disagree,1 - Strongly Disagree,1 - Strongly Disagree,9 - Strongly Agree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,9 - Strongly Agree,6,5 - Neither Agree nor Disagree,9 - Strongly Agree,5,18,Female,45-54,NA,No affiliation,Moderate,Below average,Employed (part-time),Some college / university,Married,1,2,6,No,"10,000 to 100,000 inhabitants",I didn't move,NA,NA,"Leicestershire, Rutland and Northamptonshire",I do not reside in the United Kingdom,Unsure,No,NA,2,3,2,2,2,3,3,1,4,EN-GB,British,£,0.067,allofirst,firstletter,H,J,recipient,nat_in_out,another national group,10,10,0.67
