id,start_date,start_time,end_date,end_time,Progress,duration,UserLanguage,Attitude_OG_M_1,Attitude_OG_M_2,Attitude_OG_M_3,Attitude_OG_M_4,Attitude_IG_M_1,Attitude_IG_M_2,Attitude_IG_M_3,Attitude_IG_M_4,Allocate_IG_M_1,Allocate_IG_M_2,Allocate_OG_M_1,Allocate_OG_M_2,Allocate_TG_M_1,Allocate_TG_M_2,Attitude_IG_P_1,Attitude_IG_P_2,Attitude_IG_P_3,Attitude_IG_P_4,Attitude_OG_P_1,Attitude_OG_P_2,Attitude_OG_P_3,Attitude_OG_P_4,Allocate_IG_P_1,Allocate_IG_P_2,Allocate_OG_P_1,Allocate_OG_P_2,Allocate_TG_P_1,Allocate_TG_P_2,Attention1_1,MinimalGroupCheck,Attitude_IG_Fam_1,Attitude_IG_Fam_2,Attitude_IG_Fam_3,Attitude_IG_Fam_4,Attitude_OG_Fam_1,Attitude_OG_Fam_2,Attitude_OG_Fam_3,Attitude_OG_Fam_4,Allocate_IG_Fam_1,Allocate_IG_Fam_2,Allocate_OG_Fam_1,Allocate_OG_Fam_2,Allocate_TG_Fam_1,Allocate_TG_Fam_2,Attitude_IG_Nat_1,Attitude_IG_Nat_2,Attitude_IG_Nat_3,Attitude_IG_Nat_4,Attitude_OG_Nat_1,Attitude_OG_Nat_2,Attitude_OG_Nat_3,Attitude_OG_Nat_4,Allocate_IG_Nat_1,Allocate_IG_Nat_2,Allocate_OG_Nat_1,Allocate_OG_Nat_2,Allocate_TG_Nat_1,Allocate_TG_Nat_2,InterpersonalTrust_1,InterpersonalTrust_2,InterpersonalTrust_3,InterpersonalTrust_4,InterpersonalTrust_5,InterpersonalTrust_6,InstitutionTrust_1,InstitutionTrust_2,InstitutionTrust_3,FamilyTie1,FamilyTie2,FamilyTie3_1,FamilyTie3_2,FamilyTie3_3,FamilyTie3_4,Col_Ind_1,Col_Ind_2,Col_Ind_3,Col_Ind_4,Col_Ind_5,Col_Ind_6,Col_Ind_7,Col_Ind_8,Col_Ind_9,Col_Ind_10,Col_Ind_11,Col_Ind_12,Col_Ind_13,Col_Ind_14,SelfEsteem_1,Attention2,Gender,Age,PoliticalAffi_US,PoliticalAffi_UK,PoliticalOrie,Income_when16,Work_situation,Edu,Marital_status,NumChildren,NumSibling,NumCousins,Residence_wParents,Size_of_town,Freq_moving,State_current,State_childhood,Region_current,Region_childhood,Comment,Familiarity_wMGP,MGP_followup,Trade_off_1,Trade_off_2,Trade_off_3,Trade_off_4,Trade_off_5,Trade_off_6,Trade_off_7,Trade_off_8,Trade_off_9,Q_Language,nationality,currency,conversionrate,dvorder,mingroup,ingroupletter,outgroupletter,role,type_group,playedwith,gamepayoff,totalpayoff,totalmoney
p221,2022-04-04,09:20:38,2022-04-04,09:28:40,100,481,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,20,0,20,0,20,0,Somewhat Disagree,S,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,20,0,20,0,20,0,Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,20,0,20,0,0,20,Completely,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,None at all,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Very important,Not very important,Very important,6,8,7,4,7,8,5 - Neither Agree nor Disagree,6,4,7,8,7,2,8,2,18,Female,18-24,Democrat,NA,Very liberal,Average,Student,Completed college / university,Single (never married),0,1,5,No,"More than 500,000 inhabitants",I moved once or twice,Missouri,Illinois,NA,NA,n/a,No,NA,1,2,2,2,1,2,5,1,5,EN,American,$,0.1,attfirst,secondletter,S,P,allocator,min_out,Group P,20,20,2
p222,2022-04-04,09:19:29,2022-04-04,09:29:34,100,605,EN,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,H,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,10,10,10,10,10,10,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,10,10,10,10,10,10,Somewhat,Not very much,Completely,Not very much,Not very much,Not very much,None at all,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Not very important,Very important,Not at all important,Not very important,6,2,6,4,7,8,4,7,6,1 - Strongly Disagree,8,1 - Strongly Disagree,1 - Strongly Disagree,9 - Strongly Agree,6,18,Male,18-24,Democrat,NA,Very liberal,Below average,Unemployed,Completed college / university,Single (never married),0,1,3,Yes,"Up to 2,000 inhabitants",I moved once or twice,New York,New York,NA,NA,NA,No,NA,2,1,4,1,1,2,1,1,5,EN,American,$,0.1,attfirst,firstletter,H,J,recipient,nat_in_out,another national group,10,10,1
p223,2022-04-04,09:15:45,2022-04-04,09:29:35,100,830,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,20,0,20,0,15,5,Somewhat Disagree,J,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,20,0,20,0,10,10,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,15,5,20,0,10,10,Completely,Somewhat,Completely,Not very much,Not very much,Somewhat,Not very much,Not very much,Not very much,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Not very important,3,7,6,4,4,6,6,4,6,6,7,7,4,6,5,18,Female,35-44,Republican,NA,Conservative,Below average,Unemployed,Completed high school,Married,2,0,8,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,Florida,Florida,NA,NA,"id id give points to others or keep for myself, and if i did give, who would most likely give to.",No,NA,1,4,2,3,1,2,3,1,5,EN,American,$,0.1,attfirst,secondletter,J,H,recipient,nat_out_self,another national group,10,10,1
p224,2022-04-04,09:22:48,2022-04-04,09:33:05,100,617,EN,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,H,Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,0,20,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,20,0,Somewhat,Not at all,Not very much,Not at all,Not at all,Not at all,None at all,None at all,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Not very important,1 - Strongly Disagree,1 - Strongly Disagree,1 - Strongly Disagree,8,1 - Strongly Disagree,7,1 - Strongly Disagree,9 - Strongly Agree,9 - Strongly Agree,1 - Strongly Disagree,9 - Strongly Agree,1 - Strongly Disagree,9 - Strongly Agree,6,5,18,Male,25-34,Other party,NA,A little conservative,Far below average,Employed (full-time),Some college / university,Married,2,1,13,No,"Up to 2,000 inhabitants",I moved once or twice,Iowa,Iowa,NA,NA,Views on other people,No,NA,1,3,1,5,1,3,3,3,1,EN,American,$,0.1,attfirst,firstletter,H,J,allocator,nat_in,your national group,20,20,2
p225,2022-04-04,09:25:13,2022-04-04,09:33:13,100,480,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,10,10,Somewhat Disagree,J,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,10,10,20,0,20,0,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,20,0,20,0,10,10,Completely,Not very much,Completely,Not very much,Somewhat,Somewhat,Not very much,Not very much,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Very important,Not at all important,Rather important,6,6,6,2,3,6,7,6,6,3,6,2,4,6,5,18,Female,18-24,No affiliation,NA,Moderate,Above average,Student,Post-graduate degree,In a relationship (but currently unmarried),0,1,11,Yes,"More than 500,000 inhabitants",I moved once or twice,Texas,Texas,NA,NA,NA,No,NA,1,5,1,4,1,1,5,1,5,EN,American,$,0.1,allofirst,secondletter,J,H,recipient,nat_out_self,another national group,10,10,1
p226,2022-04-04,09:21:37,2022-04-04,09:33:23,100,706,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,10,10,10,10,10,10,Somewhat Disagree,N,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,10,10,15,5,15,5,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,15,5,10,10,15,5,Somewhat,Not very much,Somewhat,Not very much,Not very much,Not very much,None at all,None at all,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Rather important,Very important,9 - Strongly Agree,4,6,1 - Strongly Disagree,5 - Neither Agree nor Disagree,7,5 - Neither Agree nor Disagree,8,5 - Neither Agree nor Disagree,6,8,4,4,8,4,18,Female,18-24,Democrat,NA,A little liberal,Above average,Student,Some college / university,In a relationship (but currently unmarried),0,5,15,Yes,"10,000 to 100,000 inhabitants",I moved 3-5 times,Pennsylvania,Pennsylvania,NA,NA,How self esteem and identity plays into national identity,No,NA,2,3,3,3,2,2,4,3,4,EN,American,$,0.1,allofirst,secondletter,N,L,allocator,min_in,Group N,10,10,1
p227,2022-04-04,09:26:26,2022-04-04,09:34:05,100,459,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Agree,10,10,18,2,15,5,Somewhat Disagree,M,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,5,15,15,5,19,1,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,10,10,18,2,15,5,Completely,Somewhat,Completely,Somewhat,Somewhat,Somewhat,None at all,A great deal,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,7,4,4,1 - Strongly Disagree,6,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,8,1 - Strongly Disagree,9 - Strongly Agree,8,1 - Strongly Disagree,1 - Strongly Disagree,9 - Strongly Agree,6,18,Female,35-44,Democrat,NA,Somewhat liberal,Average,Employed (full-time),Some college / university,Single (never married),0,2,6,No,"10,000 to 100,000 inhabitants",I moved once or twice,Florida,Florida,NA,NA,I guess just how much I feel part of different groups versus just as an individual.,No,NA,1,3,2,2,1,1,4,3,5,EN,American,$,0.1,attfirst,secondletter,M,K,recipient,nat_in_out,another national group,10,10,1
p228,2022-04-04,09:16:32,2022-04-04,09:35:28,100,1136,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,20,0,20,0,15,5,Somewhat Disagree,N,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,15,5,20,0,15,5,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Agree,Agree,20,0,20,0,5,15,Completely,Not very much,Somewhat,Somewhat,Somewhat,Somewhat,None at all,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Not very important,Not very important,Rather important,7,6,8,7,7,8,4,9 - Strongly Agree,6,5 - Neither Agree nor Disagree,7,7,1 - Strongly Disagree,9 - Strongly Agree,3,18,Male,35-44,Democrat,NA,Very liberal,Below average,Employed (full-time),Completed college / university,Married,0,2,11,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,Virginia,Pennsylvania,NA,NA,NA,No,NA,1,1,4,1,1,1,4,2,5,EN,American,$,0.1,allofirst,secondletter,N,L,allocator,nat_in,your national group,20,20,2
p229,2022-04-04,09:30:33,2022-04-04,09:37:48,100,434,EN,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,K,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,5,15,20,0,20,0,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,10,10,Completely,Not very much,Somewhat,Not at all,Not at all,Not at all,Not very much,Not very much,Not very much,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,3,8,2,7,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,3,7,7,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,4,6,5 - Neither Agree nor Disagree,6,18,Male,25-34,Democrat,NA,A little liberal,Above average,Employed (full-time),Post-graduate degree,Married,1,1,6,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,Virginia,Maryland,NA,NA,NA,No,NA,2,1,3,3,1,1,3,2,5,EN,American,$,0.1,attfirst,firstletter,K,M,allocator,min_out,Group M,20,20,2
p230,2022-04-04,09:27:02,2022-04-04,09:38:24,100,682,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,5,15,15,5,10,10,Somewhat Disagree,J,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,10,10,15,5,15,5,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,15,5,15,5,10,10,Somewhat,Not very much,Somewhat,Not very much,Somewhat,Somewhat,None at all,Not very much,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not at all important,Not very important,6,6,4,1 - Strongly Disagree,6,5 - Neither Agree nor Disagree,6,7,5 - Neither Agree nor Disagree,4,6,3,2,8,2,18,Other,18-24,Democrat,NA,Very liberal,Average,Unemployed,Some college / university,Single (never married),0,3,4,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,Wyoming,Wyoming,NA,NA,NA,No,NA,2,2,2,3,2,1,5,3,5,EN,American,$,0.1,attfirst,secondletter,J,H,recipient,nat_out_self,another national group,10,10,1
p231,2022-04-04,09:29:55,2022-04-04,09:39:26,100,570,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,10,10,15,5,10,10,Somewhat Disagree,N,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Agree,10,10,15,5,10,10,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Disagree,Somewhat Agree,10,10,10,10,10,10,Completely,Not very much,Somewhat,Not at all,Somewhat,Somewhat,Not very much,Not very much,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not very important,Rather important,5 - Neither Agree nor Disagree,8,7,2,8,8,8,7,9 - Strongly Agree,6,7,2,4,5 - Neither Agree nor Disagree,3,18,Female,25-34,No affiliation,NA,Moderate,Average,Employed (full-time),Some college / university,Single (never married),0,3,7,No,"2,000 to 10,000 inhabitants",I moved 6-10 times,Kentucky,Kentucky,NA,NA,NA,No,NA,2,2,2,3,2,1,5,3,3,EN,American,$,0.1,attfirst,secondletter,N,L,recipient,nat_in_out,another national group,10,10,1
p232,2022-04-04,09:32:39,2022-04-04,09:40:27,100,468,EN,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,K,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,10,10,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,10,10,Not very much,Not very much,Somewhat,Not at all,Not very much,Somewhat,None at all,None at all,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Not very important,Rather important,Not at all important,Rather important,8,5 - Neither Agree nor Disagree,6,1 - Strongly Disagree,7,9 - Strongly Agree,2,9 - Strongly Agree,1 - Strongly Disagree,5 - Neither Agree nor Disagree,8,1 - Strongly Disagree,1 - Strongly Disagree,5 - Neither Agree nor Disagree,4,18,Female,35-44,No affiliation,NA,Somewhat liberal,Average,Employed (full-time),Completed college / university,Married,1,2,4,No,"More than 500,000 inhabitants",I moved once or twice,California,California,NA,NA,I don't know,No,NA,2,3,2,4,3,3,3,3,3,EN,American,$,0.1,allofirst,firstletter,P,S,allocator,min_in,Group P,20,20,2
p233,2022-04-04,09:31:26,2022-04-04,09:40:28,100,542,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,10,10,Somewhat Disagree,N,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,20,0,20,0,15,5,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,20,0,20,0,10,10,Somewhat,Somewhat,Somewhat,Not very much,Somewhat,Somewhat,Quite a lot,Not very much,Quite a lot,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not very important,Rather important,5 - Neither Agree nor Disagree,6,5 - Neither Agree nor Disagree,2,6,6,5 - Neither Agree nor Disagree,4,3,5 - Neither Agree nor Disagree,6,4,2,6,3,18,Female,45-54,Democrat,NA,Somewhat liberal,Average,Employed (full-time),Post-graduate degree,Married,2,4,26,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,Texas,Massachusetts,NA,NA,"Trust and distrust of ""the other.""",No,NA,1,3,4,3,2,2,3,1,5,EN,American,$,0.1,attfirst,secondletter,N,L,allocator,min_out,Group L,20,20,2
p234,2022-04-04,09:30:48,2022-04-04,09:40:59,100,611,EN,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,15,5,15,5,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly Disagree,K,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,10,10,15,5,15,5,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,15,5,10,10,10,10,Somewhat,Not very much,Somewhat,Not very much,Somewhat,Somewhat,Not very much,Not very much,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Very important,Rather important,Rather important,6,2,5 - Neither Agree nor Disagree,6,8,6,4,6,4,3,7,4,5 - Neither Agree nor Disagree,8,5,18,Female,25-34,Democrat,NA,Very liberal,Below average,Employed (full-time),Completed college / university,Married,2,2,10,No,"Up to 2,000 inhabitants",I moved once or twice,Pennsylvania,Pennsylvania,NA,NA,"Something about feelings about families and correlations with sharing of points? When asked if I'd sacrifice something for my family, I wasn't entirely sure whether to answer about my family as me and my parents, or my family as me, my partner, and our children. I guess my answers weren't consistently correlated, either. I would do something I didn't like for my children. I wouldn't give up something just because my parents disapproved of it, not at age 34 at least.",No,NA,3,1,4,3,1,2,4,2,4,EN,American,$,0.1,attfirst,firstletter,K,M,recipient,nat_in_out,another national group,10,10,1
p235,2022-04-04,09:32:08,2022-04-04,09:41:56,100,588,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,10,10,17,3,15,5,Somewhat Disagree,M,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,10,10,17,3,19,1,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Disagree,Neither Agree nor Disagree,Agree,17,3,10,10,10,10,Somewhat,Not very much,Somewhat,Not at all,Not very much,Somewhat,None at all,None at all,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Not very important,Not at all important,Not very important,3,1 - Strongly Disagree,1 - Strongly Disagree,6,3,8,7,9 - Strongly Agree,6,7,8,1 - Strongly Disagree,3,5 - Neither Agree nor Disagree,6,18,Female,18-24,Democrat,NA,Very liberal,Below average,Student,Some college / university,Single (never married),0,3,7,Yes,"10,000 to 100,000 inhabitants",I moved 3-5 times,Texas,Louisiana,NA,NA,simple and straight forward,No,NA,2,1,4,2,1,1,4,2,4,EN,American,$,0.1,attfirst,secondletter,M,K,allocator,nat_out,another national group,10,10,1
p236,2022-04-04,09:35:28,2022-04-04,09:43:14,100,465,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Agree,10,10,10,10,10,10,Somewhat Disagree,N,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,10,10,15,5,15,5,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Agree,10,10,10,10,10,10,Completely,Somewhat,Completely,Somewhat,Somewhat,Somewhat,A great deal,A great deal,Quite a lot,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not very important,Rather important,8,8,8,8,7,7,6,7,8,6,7,8,9 - Strongly Agree,8,3,18,Female,18-24,Republican,NA,Conservative,Average,Employed (part-time),Some college / university,Single (never married),0,1,20,Yes,"2,000 to 10,000 inhabitants",I didn't move,Michigan,Michigan,NA,NA,NA,No,NA,1,5,1,5,1,2,4,1,5,EN,American,$,0.1,allofirst,secondletter,N,L,recipient,nat_out_self,another national group,10,10,1
p237,2022-04-04,09:30:24,2022-04-04,09:43:57,100,813,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,10,10,10,10,10,10,Somewhat Disagree,S,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,10,10,10,10,15,5,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,10,10,10,10,10,10,Completely,Somewhat,Completely,Somewhat,Somewhat,Somewhat,Quite a lot,Not very much,Not very much,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Very important,Very important,1 - Strongly Disagree,1 - Strongly Disagree,5 - Neither Agree nor Disagree,6,8,8,7,7,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,8,2,1 - Strongly Disagree,8,6,18,Female,55-64,Other party,NA,Conservative,Average,Unemployed,Completed college / university,Other,0,4,5,No,"10,000 to 100,000 inhabitants",I moved once or twice,Florida,New York,NA,NA,Thank you..,No,NA,4,5,2,2,4,3,2,4,2,EN,American,$,0.1,allofirst,secondletter,S,P,recipient,nat_in_out,another national group,10,10,1
